"Source.Name","Fecha","Hora","Temp1 (C)","Hum1 (%)","Temp2 (C)","Hum2 (%)"
"dht22_2025-08-25.csv","8/25/2025","3:22:43 PM","27","81.3","27.1","86.7"
"dht22_2025-08-25.csv","8/25/2025","3:27:43 PM","27","81.4","27.1","87.3"
"dht22_2025-08-25.csv","8/25/2025","3:32:44 PM","27","82.6","27","88.5"
"dht22_2025-08-25.csv","8/25/2025","3:37:44 PM","27","83.5","27","89.3"
"dht22_2025-08-25.csv","8/25/2025","3:42:45 PM","27","83.5","27","89.3"
"dht22_2025-08-25.csv","8/25/2025","3:47:45 PM","26.9","83.3","27","89.5"
"dht22_2025-08-25.csv","8/25/2025","3:52:46 PM","27","83.1","27","89.7"
"dht22_2025-08-25.csv","8/25/2025","3:57:46 PM","26.9","83.6","26.9","89.7"
"dht22_2025-08-26.csv","8/26/2025","9:00:27 AM","24.4","80.6","24.4","85.7"
"dht22_2025-08-26.csv","8/26/2025","9:05:28 AM","24.7","79.6","24.8","83.8"
"dht22_2025-08-26.csv","8/26/2025","9:10:28 AM","24.7","78.9","24.8","83.6"
"dht22_2025-08-26.csv","8/26/2025","9:15:29 AM","24.8","79.8","24.9","84.6"
"dht22_2025-08-26.csv","8/26/2025","9:20:31 AM","24.8","78.8","24.9","83.2"
"dht22_2025-08-26.csv","8/26/2025","9:25:32 AM","24.8","78.8","25","82.7"
"dht22_2025-08-26.csv","8/26/2025","9:30:32 AM","24.9","78.5","25","82.6"
"dht22_2025-08-26.csv","8/26/2025","9:35:33 AM","24.9","78.8","25","82.7"
"dht22_2025-08-26.csv","8/26/2025","9:40:33 AM","25","78.8","25.1","82.7"
"dht22_2025-08-26.csv","8/26/2025","9:45:34 AM","25","78.6","25.2","83.1"
"dht22_2025-08-26.csv","8/26/2025","9:50:34 AM","25.1","78.7","25.2","82.5"
"dht22_2025-08-26.csv","8/26/2025","9:55:35 AM","25.2","78.3","25.2","82.2"
"dht22_2025-08-26.csv","8/26/2025","10:00:35 AM","25.2","78.2","25.3","82.4"
"dht22_2025-08-26.csv","8/26/2025","10:05:36 AM","25.3","77.6","25.4","81.5"
"dht22_2025-08-26.csv","8/26/2025","10:10:36 AM","25.4","78.7","25.4","83.8"
"dht22_2025-08-26.csv","8/26/2025","10:15:37 AM","25.4","76.9","25.5","80.5"
"dht22_2025-08-26.csv","8/26/2025","10:20:37 AM","25.4","77.7","25.5","82.1"
"dht22_2025-08-26.csv","8/26/2025","10:25:38 AM","25.5","77.3","25.6","82"
"dht22_2025-08-26.csv","8/26/2025","10:30:38 AM","25.6","78.1","25.6","82.8"
"dht22_2025-08-26.csv","8/26/2025","10:35:39 AM","25.6","78","25.6","83.2"
"dht22_2025-08-26.csv","8/26/2025","10:40:40 AM","25.7","77.2","25.8","81.1"
"dht22_2025-08-26.csv","8/26/2025","10:45:40 AM","25.8","77.5","25.8","81.2"
"dht22_2025-08-26.csv","8/26/2025","10:50:41 AM","25.8","78","25.9","82.3"
"dht22_2025-08-26.csv","8/26/2025","10:55:41 AM","25.8","77.7","25.9","81.7"
"dht22_2025-08-26.csv","8/26/2025","11:00:42 AM","26","78.2","25.9","82.7"
"dht22_2025-08-26.csv","8/26/2025","11:05:42 AM","26","77.6","26","81.4"
"dht22_2025-08-26.csv","8/26/2025","11:10:43 AM","26","77.6","26.1","82.4"
"dht22_2025-08-26.csv","8/26/2025","11:15:43 AM","25.9","77.7","26","81.6"
"dht22_2025-08-26.csv","8/26/2025","11:20:44 AM","25.9","78.2","25.9","82"
"dht22_2025-08-26.csv","8/26/2025","11:25:44 AM","26","77.4","26","81.3"
"dht22_2025-08-26.csv","8/26/2025","11:30:45 AM","26.2","76.9","26.2","80.9"
"dht22_2025-08-26.csv","8/26/2025","11:35:45 AM","26.4","76.7","26.4","80.6"
"dht22_2025-08-26.csv","8/26/2025","11:40:46 AM","26.5","75.5","26.5","78.9"
"dht22_2025-08-26.csv","8/26/2025","11:45:46 AM","26.6","77.1","26.6","80"
"dht22_2025-08-26.csv","8/26/2025","11:50:47 AM","26.7","76.7","26.7","81.3"
"dht22_2025-08-26.csv","8/26/2025","11:55:47 AM","26.8","76.7","26.8","80.6"
"dht22_2025-08-26.csv","8/26/2025","12:00:48 PM","27","77.5","26.9","82.1"
"dht22_2025-08-26.csv","8/26/2025","12:05:48 PM","27","75","27","78.9"
"dht22_2025-08-26.csv","8/26/2025","12:10:49 PM","27.1","73.6","27","77.5"
"dht22_2025-08-26.csv","8/26/2025","12:15:49 PM","27.4","73.2","27.3","78"
"dht22_2025-08-26.csv","8/26/2025","12:20:50 PM","27.4","72.6","27.4","77.2"
"dht22_2025-08-26.csv","8/26/2025","12:25:50 PM","27.6","74","27.4","79.1"
"dht22_2025-08-26.csv","8/26/2025","12:30:51 PM","27.6","75.3","27.4","79.4"
"dht22_2025-08-26.csv","8/26/2025","12:35:51 PM","27.6","75.4","27.4","79.7"
"dht22_2025-08-26.csv","8/26/2025","12:40:52 PM","27.6","75.5","27.5","79.3"
"dht22_2025-08-26.csv","8/26/2025","12:45:52 PM","27.5","75.3","27.4","80.2"
"dht22_2025-08-26.csv","8/26/2025","12:50:53 PM","27.5","75.9","27.4","79.7"
"dht22_2025-08-26.csv","8/26/2025","12:55:53 PM","27.5","76.2","27.4","80.5"
"dht22_2025-08-26.csv","8/26/2025","1:00:54 PM","27.6","75.3","27.5","79.8"
"dht22_2025-08-26.csv","8/26/2025","1:05:54 PM","27.5","75.2","27.4","78.5"
"dht22_2025-08-26.csv","8/26/2025","1:10:55 PM","27.4","75.7","27.4","79.9"
"dht22_2025-08-26.csv","8/26/2025","1:15:55 PM","27.4","75.4","27.3","79.7"
"dht22_2025-08-26.csv","8/26/2025","1:20:56 PM","27.3","75.4","27.2","79.7"
"dht22_2025-08-26.csv","8/26/2025","1:25:56 PM","27.2","74.4","27.3","78.4"
"dht22_2025-08-26.csv","8/26/2025","1:30:57 PM","27.2","73.8","27.2","77"
"dht22_2025-08-26.csv","8/26/2025","1:35:57 PM","27.2","74.6","27.2","78.9"
"dht22_2025-08-26.csv","8/26/2025","1:40:58 PM","27.2","75.3","27.1","78.1"
"dht22_2025-08-26.csv","8/26/2025","1:45:58 PM","27.1","76.3","27.1","80.8"
"dht22_2025-08-26.csv","8/26/2025","1:50:59 PM","27.2","76.1","27.1","79.9"
"dht22_2025-08-26.csv","8/26/2025","1:55:59 PM","27.1","75.4","27.1","79.5"
"dht22_2025-08-26.csv","8/26/2025","2:01:00 PM","27","76","27.1","81"
"dht22_2025-08-26.csv","8/26/2025","2:06:00 PM","27","76.5","27","81.4"
"dht22_2025-08-26.csv","8/26/2025","2:11:01 PM","26.9","76.1","26.9","81"
"dht22_2025-08-26.csv","8/26/2025","2:16:01 PM","26.9","77.5","26.9","83.1"
"dht22_2025-08-26.csv","8/26/2025","2:21:02 PM","26.9","76.7","26.9","80.2"
"dht22_2025-08-26.csv","8/26/2025","2:26:02 PM","26.8","76.9","26.9","80.9"
"dht22_2025-08-26.csv","8/26/2025","2:31:03 PM","26.8","77.2","26.9","82.1"
"dht22_2025-08-26.csv","8/26/2025","2:36:03 PM","26.8","77","26.8","82.1"
"dht22_2025-08-26.csv","8/26/2025","2:41:04 PM","26.8","77.1","26.8","80.9"
"dht22_2025-08-26.csv","8/26/2025","2:46:04 PM","26.7","76","26.8","80.2"
"dht22_2025-08-26.csv","8/26/2025","2:51:05 PM","26.8","77.8","26.8","83.4"
"dht22_2025-08-26.csv","8/26/2025","2:56:05 PM","26.7","77.1","26.8","82.7"
"dht22_2025-08-26.csv","8/26/2025","3:01:06 PM","26.7","77.9","26.7","83.6"
"dht22_2025-08-26.csv","8/26/2025","3:06:06 PM","26.8","78.1","26.8","82.3"
"dht22_2025-08-26.csv","8/26/2025","3:11:07 PM","26.7","78.4","26.7","84.6"
"dht22_2025-08-26.csv","8/26/2025","3:16:08 PM","26.7","78","26.7","82.9"
"dht22_2025-08-26.csv","8/26/2025","3:21:08 PM","26.7","78.7","26.7","85.5"
"dht22_2025-08-26.csv","8/26/2025","3:26:09 PM","26.7","78.6","26.7","83.8"
"dht22_2025-08-26.csv","8/26/2025","3:31:09 PM","26.7","79.4","26.7","85"
"dht22_2025-08-26.csv","8/26/2025","3:36:10 PM","26.7","79.4","26.7","85.9"
"dht22_2025-08-26.csv","8/26/2025","3:41:10 PM","26.6","80.4","26.7","86.9"
"dht22_2025-08-26.csv","8/26/2025","3:46:11 PM","26.7","79.8","26.6","86.7"
"dht22_2025-08-26.csv","8/26/2025","3:51:11 PM","26.6","79.5","26.7","84.3"
"dht22_2025-08-26.csv","8/26/2025","3:56:12 PM","26.6","79.9","26.6","85.7"
"dht22_2025-08-27.csv","8/27/2025","9:00:02 AM","25.3","82.5","25.4","88.7"
"dht22_2025-08-27.csv","8/27/2025","9:05:02 AM","25.4","81.5","25.5","87.1"
"dht22_2025-08-27.csv","8/27/2025","9:10:03 AM","25.5","82.3","25.6","88.5"
"dht22_2025-08-27.csv","8/27/2025","9:15:03 AM","25.5","81.7","25.6","87.6"
"dht22_2025-08-27.csv","8/27/2025","9:20:04 AM","25.5","80.4","25.6","84.8"
"dht22_2025-08-27.csv","8/27/2025","9:25:04 AM","25.6","80","25.6","86.1"
"dht22_2025-08-27.csv","8/27/2025","9:30:05 AM","25.6","79.6","25.7","85.3"
"dht22_2025-08-27.csv","8/27/2025","9:35:05 AM","25.7","79.9","25.7","85.4"
"dht22_2025-08-27.csv","8/27/2025","9:40:06 AM","25.7","79.7","25.8","84.4"
"dht22_2025-08-27.csv","8/27/2025","9:45:06 AM","25.8","79.6","25.8","85.6"
"dht22_2025-08-27.csv","8/27/2025","9:50:07 AM","25.9","79.2","25.9","83"
"dht22_2025-08-27.csv","8/27/2025","9:55:07 AM","26","78.7","26","83"
"dht22_2025-08-27.csv","8/27/2025","10:00:08 AM","26.1","78","26.1","83.6"
"dht22_2025-08-27.csv","8/27/2025","10:05:08 AM","26.1","77.2","26.2","82.2"
"dht22_2025-08-27.csv","8/27/2025","10:10:09 AM","26.2","77.6","26.2","81.1"
"dht22_2025-08-27.csv","8/27/2025","10:15:09 AM","26.3","76.8","26.3","80.6"
"dht22_2025-08-27.csv","8/27/2025","10:20:10 AM","26.3","76","26.3","78.9"
"dht22_2025-08-27.csv","8/27/2025","10:25:10 AM","26.4","74.7","26.4","78.5"
"dht22_2025-08-27.csv","8/27/2025","10:30:11 AM","26.5","75.2","26.4","80.3"
"dht22_2025-08-27.csv","8/27/2025","10:35:11 AM","26.6","75.1","26.6","79.3"
"dht22_2025-08-27.csv","8/27/2025","10:40:12 AM","26.6","76.1","26.6","81.4"
"dht22_2025-08-27.csv","8/27/2025","10:45:12 AM","26.7","74.1","26.6","79"
"dht22_2025-08-27.csv","8/27/2025","10:50:15 AM","27","74.1","26.8","78.2"
"dht22_2025-08-27.csv","8/27/2025","10:55:16 AM","26.9","73.7","26.9","78"
"dht22_2025-08-27.csv","8/27/2025","11:00:16 AM","27.1","72.8","27.1","75.6"
"dht22_2025-08-27.csv","8/27/2025","11:05:17 AM","26.9","73.1","26.9","78.1"
"dht22_2025-08-27.csv","8/27/2025","11:10:17 AM","26.9","72.6","26.9","77.3"
"dht22_2025-08-27.csv","8/27/2025","11:15:18 AM","26.8","72.7","26.8","77.4"
"dht22_2025-08-27.csv","8/27/2025","11:20:18 AM","26.7","74.7","26.7","77.9"
"dht22_2025-08-27.csv","8/27/2025","11:25:19 AM","26.7","76.1","26.7","81.5"
"dht22_2025-08-27.csv","8/27/2025","11:30:19 AM","26.8","74.5","26.8","80.9"
"dht22_2025-08-27.csv","8/27/2025","11:35:20 AM","26.8","74.4","26.8","80.6"
"dht22_2025-08-27.csv","8/27/2025","11:40:20 AM","26.8","74.7","26.8","82.9"
"dht22_2025-08-27.csv","8/27/2025","11:45:21 AM","26.9","73.1","26.8","77.5"
"dht22_2025-08-27.csv","8/27/2025","11:50:21 AM","27","72.6","26.9","76.2"
"dht22_2025-08-27.csv","8/27/2025","11:55:22 AM","27.1","72.3","27","76.9"
"dht22_2025-08-27.csv","8/27/2025","12:00:22 PM","27.5","71.9","27.3","76.3"
"dht22_2025-08-27.csv","8/27/2025","12:05:23 PM","27.9","71.4","27.7","74"
"dht22_2025-08-27.csv","8/27/2025","12:10:23 PM","28.1","69.9","27.9","74"
"dht22_2025-08-27.csv","8/27/2025","12:15:24 PM","28.3","69.7","28","73.9"
"dht22_2025-08-27.csv","8/27/2025","12:20:24 PM","28.1","70.6","27.9","74.2"
"dht22_2025-08-27.csv","8/27/2025","12:25:25 PM","27.9","70.9","27.7","73.9"
"dht22_2025-08-27.csv","8/27/2025","12:30:25 PM","27.8","69.4","27.6","73"
"dht22_2025-08-27.csv","8/27/2025","12:35:26 PM","27.6","70.9","27.5","74.4"
"dht22_2025-08-27.csv","8/27/2025","12:40:26 PM","27.6","70.6","27.5","73.7"
"dht22_2025-08-27.csv","8/27/2025","12:45:27 PM","27.6","72.8","27.4","76.2"
"dht22_2025-08-27.csv","8/27/2025","12:50:27 PM","27.5","70.2","27.4","74.2"
"dht22_2025-08-27.csv","8/27/2025","12:55:28 PM","27.4","72.6","27.4","76.1"
"dht22_2025-08-27.csv","8/27/2025","1:00:28 PM","27.4","72.1","27.3","76.4"
"dht22_2025-08-27.csv","8/27/2025","1:05:29 PM","27.4","72.4","27.3","76.2"
"dht22_2025-08-27.csv","8/27/2025","1:10:29 PM","27.3","74.5","27.2","78.6"
"dht22_2025-08-27.csv","8/27/2025","1:15:30 PM","27.4","76.6","27.3","82.7"
"dht22_2025-08-27.csv","8/27/2025","1:20:30 PM","27.4","82.1","27.3","89.3"
"dht22_2025-08-27.csv","8/27/2025","1:25:31 PM","27.3","85","27.3","90.8"
"dht22_2025-08-27.csv","8/27/2025","1:30:31 PM","27.3","85.7","27.2","91.3"
"dht22_2025-08-27.csv","8/27/2025","1:35:32 PM","27.4","85.6","27.4","91.3"
"dht22_2025-08-27.csv","8/27/2025","1:40:32 PM","27.5","85","27.4","90.7"
"dht22_2025-08-27.csv","8/27/2025","1:45:33 PM","27.6","84.2","27.5","90.6"
"dht22_2025-08-27.csv","8/27/2025","1:50:33 PM","27.8","82.2","27.7","89.2"
"dht22_2025-08-27.csv","8/27/2025","1:55:34 PM","27.8","82.9","27.7","89.5"
"dht22_2025-08-27.csv","8/27/2025","2:00:34 PM","27.6","83.5","27.5","90.4"
"dht22_2025-08-27.csv","8/27/2025","2:05:35 PM","27.6","82.2","27.5","88.6"
"dht22_2025-08-27.csv","8/27/2025","2:10:35 PM","27.5","82.4","27.5","88.8"
"dht22_2025-08-27.csv","8/27/2025","2:15:36 PM","27.6","81.5","27.4","87.8"
"dht22_2025-08-27.csv","8/27/2025","2:20:36 PM","27.8","81.1","27.7","87.7"
"dht22_2025-08-27.csv","8/27/2025","2:25:37 PM","27.9","80.7","27.8","86.7"
"dht22_2025-08-27.csv","8/27/2025","2:30:38 PM","28","79.7","27.9","85.6"
"dht22_2025-08-27.csv","8/27/2025","2:35:38 PM","27.9","80.2","27.7","86"
"dht22_2025-08-27.csv","8/27/2025","2:40:39 PM","27.8","77.3","27.7","85.1"
"dht22_2025-08-27.csv","8/27/2025","2:45:39 PM","27.8","76.2","27.7","81.3"
"dht22_2025-08-27.csv","8/27/2025","2:50:40 PM","27.7","77.7","27.6","83.6"
"dht22_2025-08-27.csv","8/27/2025","2:55:40 PM","27.7","76.3","27.6","82"
"dht22_2025-08-27.csv","8/27/2025","3:00:41 PM","27.6","76.4","27.6","81.6"
"dht22_2025-08-27.csv","8/27/2025","3:05:41 PM","27.6","76.9","27.5","82.5"
"dht22_2025-08-27.csv","8/27/2025","3:10:42 PM","27.5","78.1","27.4","83.4"
"dht22_2025-08-27.csv","8/27/2025","3:15:42 PM","27.5","77.7","27.4","83.2"
"dht22_2025-08-27.csv","8/27/2025","3:20:43 PM","27.5","77.6","27.5","83.1"
"dht22_2025-08-27.csv","8/27/2025","3:25:43 PM","27.5","76.8","27.5","81.9"
"dht22_2025-08-27.csv","8/27/2025","3:30:44 PM","27.5","77.3","27.5","82.7"
"dht22_2025-08-27.csv","8/27/2025","3:35:44 PM","27.5","77.8","27.4","83"
"dht22_2025-08-27.csv","8/27/2025","3:40:45 PM","27.5","82.7","27.4","89.2"
"dht22_2025-08-27.csv","8/27/2025","3:45:45 PM","27.3","84.8","27.3","90.5"
"dht22_2025-08-27.csv","8/27/2025","3:50:46 PM","27.2","87.1","27.3","91.7"
"dht22_2025-08-27.csv","8/27/2025","3:55:46 PM","27","88.2","27.1","92.4"
"dht22_2025-08-27.csv","8/27/2025","4:00:47 PM","27","89.3","27.1","92.7"
"dht22_2025-08-28.csv","8/28/2025","9:00:16 AM","24.7","81.5","24.8","87.4"
"dht22_2025-08-28.csv","8/28/2025","9:05:16 AM","25.2","83.2","25.3","89.1"
"dht22_2025-08-28.csv","8/28/2025","9:10:17 AM","25.3","81.5","25.4","86.4"
"dht22_2025-08-28.csv","8/28/2025","9:15:17 AM","25.4","79.6","25.5","85.1"
"dht22_2025-08-28.csv","8/28/2025","9:20:18 AM","25.4","81.3","25.5","86.5"
"dht22_2025-08-28.csv","8/28/2025","9:25:18 AM","25.5","80.9","25.6","85.6"
"dht22_2025-08-28.csv","8/28/2025","9:30:19 AM","25.5","80.6","25.6","85.1"
"dht22_2025-08-28.csv","8/28/2025","9:35:19 AM","25.6","81.6","25.6","87.3"
"dht22_2025-08-28.csv","8/28/2025","9:40:20 AM","25.6","82.6","25.7","88.9"
"dht22_2025-08-28.csv","8/28/2025","9:45:23 AM","25.8","80.4","25.8","88.2"
"dht22_2025-08-28.csv","8/28/2025","9:50:23 AM","25.8","80.4","25.8","86.6"
"dht22_2025-08-28.csv","8/28/2025","9:55:24 AM","25.8","80.5","25.9","88.1"
"dht22_2025-08-28.csv","8/28/2025","10:00:24 AM","25.9","77.6","25.9","83.1"
"dht22_2025-08-28.csv","8/28/2025","10:05:25 AM","26","77.8","26","81.5"
"dht22_2025-08-28.csv","8/28/2025","10:10:25 AM","26","79","26.1","84.1"
"dht22_2025-08-28.csv","8/28/2025","10:15:26 AM","26.2","77","26.2","80.8"
"dht22_2025-08-28.csv","8/28/2025","10:20:26 AM","26.3","76.2","26.2","81.1"
"dht22_2025-08-28.csv","8/28/2025","10:25:27 AM","26.3","76.5","26.3","78.8"
"dht22_2025-08-28.csv","8/28/2025","10:30:27 AM","26.5","76","26.4","80.1"
"dht22_2025-08-28.csv","8/28/2025","10:35:28 AM","26.5","74.6","26.5","78.1"
"dht22_2025-08-28.csv","8/28/2025","10:40:31 AM","26.7","74.8","26.6","77.7"
"dht22_2025-08-28.csv","8/28/2025","10:45:31 AM","26.7","74.6","26.7","80.2"
"dht22_2025-08-28.csv","8/28/2025","10:50:32 AM","26.8","74.2","26.8","76.1"
"dht22_2025-08-28.csv","8/28/2025","10:55:32 AM","27","72.1","26.9","75.1"
"dht22_2025-08-28.csv","8/28/2025","11:00:33 AM","27.1","71.1","27","74.3"
"dht22_2025-08-28.csv","8/28/2025","11:05:33 AM","27.3","69.8","27.1","72.7"
"dht22_2025-08-28.csv","8/28/2025","11:10:34 AM","27.4","71.1","27.2","73.7"
"dht22_2025-08-28.csv","8/28/2025","11:15:34 AM","27.5","68.7","27.4","71.7"
"dht22_2025-08-28.csv","8/28/2025","11:20:35 AM","27.7","68.7","27.5","71.5"
"dht22_2025-08-28.csv","8/28/2025","11:25:35 AM","27.7","68","27.6","70.2"
"dht22_2025-08-28.csv","8/28/2025","11:30:38 AM","27.9","67.8","27.7","71.6"
"dht22_2025-08-28.csv","8/28/2025","11:35:38 AM","27.9","67.7","27.8","70.5"
"dht22_2025-08-28.csv","8/28/2025","11:40:39 AM","28.2","68.2","27.9","70.7"
"dht22_2025-08-28.csv","8/28/2025","11:45:39 AM","28.4","69.1","28.1","72.5"
"dht22_2025-08-28.csv","8/28/2025","11:50:40 AM","28.6","66.2","28.3","69.1"
"dht22_2025-08-28.csv","8/28/2025","11:55:41 AM","28.7","69.3","28.4","72.9"
"dht22_2025-08-28.csv","8/28/2025","12:00:41 PM","29","68.2","28.6","71.6"
"dht22_2025-08-28.csv","8/28/2025","12:05:42 PM","29.1","65.8","28.8","68.6"
"dht22_2025-08-28.csv","8/28/2025","12:10:42 PM","29","67.2","28.7","69.8"
"dht22_2025-08-28.csv","8/28/2025","12:15:43 PM","28.8","66.9","28.6","70.4"
"dht22_2025-08-28.csv","8/28/2025","12:20:43 PM","29","67.6","28.6","69.9"
"dht22_2025-08-28.csv","8/28/2025","12:25:44 PM","28.7","69","28.5","73.2"
"dht22_2025-08-28.csv","8/28/2025","12:30:44 PM","28.4","71.2","28.3","74"
"dht22_2025-08-28.csv","8/28/2025","12:35:45 PM","28.8","69.9","28.5","75"
"dht22_2025-08-28.csv","8/28/2025","12:40:45 PM","29.1","70","28.7","73.9"
"dht22_2025-08-28.csv","8/28/2025","12:45:46 PM","29","68.2","28.7","71.1"
"dht22_2025-08-28.csv","8/28/2025","12:50:46 PM","28.8","70.9","28.5","74.2"
"dht22_2025-08-28.csv","8/28/2025","12:55:47 PM","28.6","68.9","28.4","72.9"
"dht22_2025-08-28.csv","8/28/2025","1:00:47 PM","28.6","67.9","28.3","71.4"
"dht22_2025-08-28.csv","8/28/2025","1:05:48 PM","28.5","69.5","28.3","73.8"
"dht22_2025-08-28.csv","8/28/2025","1:10:48 PM","28.7","68.7","28.4","71.8"
"dht22_2025-08-28.csv","8/28/2025","1:15:49 PM","28.9","68.5","28.6","72.7"
"dht22_2025-08-28.csv","8/28/2025","1:20:49 PM","29.1","68.6","28.7","72.3"
"dht22_2025-08-28.csv","8/28/2025","1:25:50 PM","29.1","68.1","28.8","72"
"dht22_2025-08-28.csv","8/28/2025","1:30:50 PM","29.4","68","29.1","70.6"
"dht22_2025-08-28.csv","8/28/2025","1:35:51 PM","29.6","68.4","29.2","73.8"
"dht22_2025-08-28.csv","8/28/2025","1:40:51 PM","29.4","68.5","29.1","72.4"
"dht22_2025-08-28.csv","8/28/2025","1:45:52 PM","29.2","68.8","28.9","73.6"
"dht22_2025-08-28.csv","8/28/2025","1:50:52 PM","29.3","69.2","29","73.3"
"dht22_2025-08-28.csv","8/28/2025","1:55:53 PM","29.5","67.7","29.1","71.4"
"dht22_2025-08-28.csv","8/28/2025","2:00:53 PM","29.3","68.7","29.1","72.4"
"dht22_2025-08-28.csv","8/28/2025","2:05:54 PM","29.2","67.8","29","71"
"dht22_2025-08-28.csv","8/28/2025","2:10:54 PM","29","70.5","28.8","75"
"dht22_2025-08-28.csv","8/28/2025","2:15:55 PM","28.9","69.7","28.7","74.6"
"dht22_2025-08-28.csv","8/28/2025","2:20:55 PM","28.6","70.8","28.5","76"
"dht22_2025-08-28.csv","8/28/2025","2:25:56 PM","28.6","70.8","28.4","74.8"
"dht22_2025-08-28.csv","8/28/2025","2:30:56 PM","28.9","70.5","28.6","75.1"
"dht22_2025-08-28.csv","8/28/2025","2:35:57 PM","29.1","68.8","28.8","73.1"
"dht22_2025-08-28.csv","8/28/2025","2:40:57 PM","29.2","68.7","28.9","72.7"
"dht22_2025-08-28.csv","8/28/2025","2:45:58 PM","29.3","68.9","28.9","73"
"dht22_2025-08-28.csv","8/28/2025","2:50:58 PM","29.3","67.7","29","70.5"
"dht22_2025-08-28.csv","8/28/2025","2:56:01 PM","29.2","66.8","28.9","70.9"
"dht22_2025-08-28.csv","8/28/2025","3:01:02 PM","29.2","66.8","28.9","71"
"dht22_2025-08-28.csv","8/28/2025","3:06:02 PM","29.3","66.6","29","70"
"dht22_2025-08-28.csv","8/28/2025","3:11:03 PM","29.1","67.7","28.9","70"
"dht22_2025-08-28.csv","8/28/2025","3:16:03 PM","29","66.9","28.8","70"
"dht22_2025-08-28.csv","8/28/2025","3:21:04 PM","28.9","67.1","28.6","70.6"
"dht22_2025-08-28.csv","8/28/2025","3:26:04 PM","28.8","67.1","28.6","70.1"
"dht22_2025-08-28.csv","8/28/2025","3:31:05 PM","28.6","67.6","28.5","71.4"
"dht22_2025-08-28.csv","8/28/2025","3:36:05 PM","28.6","67.2","28.5","70.6"
"dht22_2025-08-28.csv","8/28/2025","3:41:06 PM","28.7","68.3","28.4","71.1"
"dht22_2025-08-28.csv","8/28/2025","3:46:06 PM","28.7","69.7","28.5","73.8"
"dht22_2025-08-28.csv","8/28/2025","3:51:07 PM","28.6","69.6","28.5","73.4"
"dht22_2025-08-28.csv","8/28/2025","3:56:07 PM","28.6","70.4","28.4","74"
"dht22_2025-08-29.csv","8/29/2025","9:00:21 AM","25.2","74.4","25.2","79.1"
"dht22_2025-08-29.csv","8/29/2025","9:05:22 AM","25.4","72.9","25.5","75"
"dht22_2025-08-29.csv","8/29/2025","9:10:22 AM","25.4","70.9","25.5","72.8"
"dht22_2025-08-29.csv","8/29/2025","9:15:23 AM","25.5","72.1","25.6","75"
"dht22_2025-08-29.csv","8/29/2025","9:20:23 AM","25.6","72.6","25.7","75.8"
"dht22_2025-08-29.csv","8/29/2025","9:25:24 AM","25.6","71.7","25.7","74.8"
"dht22_2025-08-29.csv","8/29/2025","9:30:24 AM","25.6","72.2","25.8","75.4"
"dht22_2025-08-29.csv","8/29/2025","9:35:25 AM","25.8","72.1","25.9","74.3"
"dht22_2025-08-29.csv","8/29/2025","9:40:25 AM","25.8","73","25.9","77.5"
"dht22_2025-08-29.csv","8/29/2025","9:45:26 AM","25.9","74","25.9","77.8"
"dht22_2025-08-29.csv","8/29/2025","9:50:26 AM","25.9","73.6","26","78"
"dht22_2025-08-29.csv","8/29/2025","9:55:27 AM","26","73.8","26","77.1"
"dht22_2025-08-29.csv","8/29/2025","10:00:27 AM","26.1","73.7","26.1","77.2"
"dht22_2025-08-29.csv","8/29/2025","10:05:28 AM","26.1","73.3","26.2","76.8"
"dht22_2025-08-29.csv","8/29/2025","10:10:28 AM","26.3","72.5","26.3","76.2"
"dht22_2025-08-29.csv","8/29/2025","10:15:29 AM","26.3","71.5","26.3","74.7"
"dht22_2025-08-29.csv","8/29/2025","10:20:29 AM","26.5","70.8","26.5","74.6"
"dht22_2025-08-29.csv","8/29/2025","10:25:30 AM","26.5","72.1","26.5","74.2"
"dht22_2025-08-29.csv","8/29/2025","10:30:30 AM","26.5","70.8","26.5","74.8"
"dht22_2025-08-29.csv","8/29/2025","10:35:31 AM","26.6","68.7","26.6","70.7"
"dht22_2025-08-29.csv","8/29/2025","10:40:31 AM","26.7","70.6","26.6","72.1"
"dht22_2025-08-29.csv","8/29/2025","10:45:32 AM","26.6","69.8","26.6","70.7"
"dht22_2025-08-29.csv","8/29/2025","10:50:32 AM","26.8","68.6","26.8","69.8"
"dht22_2025-08-29.csv","8/29/2025","10:55:33 AM","27.1","70.4","27","74.6"
"dht22_2025-08-29.csv","8/29/2025","11:00:33 AM","27.1","66.5","27.1","69.1"
"dht22_2025-08-29.csv","8/29/2025","11:05:34 AM","27","67","27","67.8"
"dht22_2025-08-29.csv","8/29/2025","11:10:34 AM","26.9","66.4","26.8","67.1"
"dht22_2025-08-29.csv","8/29/2025","11:15:35 AM","26.8","68.6","26.8","73.3"
"dht22_2025-08-29.csv","8/29/2025","11:20:35 AM","27.2","65.3","27.1","67.3"
"dht22_2025-08-29.csv","8/29/2025","11:25:36 AM","27.5","63.9","27.4","65.9"
"dht22_2025-08-29.csv","8/29/2025","11:30:36 AM","27.8","63.1","27.6","65.1"
"dht22_2025-08-29.csv","8/29/2025","11:35:37 AM","28.1","61.6","27.9","64.3"
"dht22_2025-08-29.csv","8/29/2025","11:40:37 AM","28.2","60.9","28","62.3"
"dht22_2025-08-29.csv","8/29/2025","11:45:38 AM","28.3","59.8","28.2","60.8"
