Source.Name,Fecha,Hora,Sensor 1 (%),Sensor 2 (%)
humedad_2025-08-15.csv,8/15/2025,3:15:06 PM,75.5,87.1
humedad_2025-08-15.csv,8/15/2025,3:20:06 PM,75.3,80.8
humedad_2025-08-15.csv,8/15/2025,3:25:06 PM,75.2,85.7
humedad_2025-08-15.csv,8/15/2025,3:30:06 PM,75.2,85.8
humedad_2025-08-15.csv,8/15/2025,3:35:06 PM,75.2,85.4
humedad_2025-08-15.csv,8/15/2025,3:40:06 PM,75.2,85.8
humedad_2025-08-15.csv,8/15/2025,3:45:06 PM,75.2,84.5
humedad_2025-08-15.csv,8/15/2025,3:50:06 PM,75.2,85.2
humedad_2025-08-15.csv,8/15/2025,3:55:06 PM,75.3,85.1
humedad_2025-08-15.csv,8/15/2025,4:00:06 PM,75.3,84.5
humedad_2025-08-16.csv,8/16/2025,9:00:25 AM,81.9,75
humedad_2025-08-16.csv,8/16/2025,9:05:25 AM,81.4,75.5
humedad_2025-08-16.csv,8/16/2025,9:10:25 AM,82.5,75.8
humedad_2025-08-16.csv,8/16/2025,9:15:25 AM,82.5,75.9
humedad_2025-08-16.csv,8/16/2025,9:20:25 AM,81.7,76.1
humedad_2025-08-16.csv,8/16/2025,9:25:25 AM,82,76.1
humedad_2025-08-16.csv,8/16/2025,9:30:25 AM,82.9,76.2
humedad_2025-08-16.csv,8/16/2025,9:35:25 AM,82.2,76.2
humedad_2025-08-16.csv,8/16/2025,9:40:25 AM,82.6,76.2
humedad_2025-08-16.csv,8/16/2025,9:45:25 AM,82.2,76.2
humedad_2025-08-16.csv,8/16/2025,9:50:25 AM,82.8,76.1
humedad_2025-08-16.csv,8/16/2025,9:55:25 AM,82.8,76.1
humedad_2025-08-16.csv,8/16/2025,10:00:25 AM,82.3,76.1
humedad_2025-08-16.csv,8/16/2025,10:05:25 AM,82.8,76.1
humedad_2025-08-16.csv,8/16/2025,10:10:25 AM,82.9,76.1
humedad_2025-08-16.csv,8/16/2025,10:15:25 AM,82,76.1
humedad_2025-08-16.csv,8/16/2025,10:20:25 AM,81.1,76.1
humedad_2025-08-16.csv,8/16/2025,10:25:25 AM,81.3,75.9
humedad_2025-08-16.csv,8/16/2025,10:30:25 AM,82,75.9
humedad_2025-08-16.csv,8/16/2025,10:35:25 AM,82.3,75.9
humedad_2025-08-16.csv,8/16/2025,10:40:25 AM,81.9,75.9
humedad_2025-08-16.csv,8/16/2025,10:45:25 AM,80.2,75.8
humedad_2025-08-16.csv,8/16/2025,10:50:25 AM,80.5,75.8
humedad_2025-08-16.csv,8/16/2025,10:55:25 AM,80.4,75.6
humedad_2025-08-16.csv,8/16/2025,11:00:25 AM,80.8,75.6
humedad_2025-08-16.csv,8/16/2025,11:05:25 AM,80,75.5
humedad_2025-08-16.csv,8/16/2025,11:10:25 AM,80.7,75.5
humedad_2025-08-16.csv,8/16/2025,11:15:25 AM,82.8,75.6
humedad_2025-08-16.csv,8/16/2025,11:20:25 AM,82.6,75.5
humedad_2025-08-16.csv,8/16/2025,11:25:25 AM,83.1,75.6
humedad_2025-08-16.csv,8/16/2025,11:30:25 AM,83.3,75
humedad_2025-08-16.csv,8/16/2025,11:35:25 AM,82.9,75.3
humedad_2025-08-16.csv,8/16/2025,11:40:25 AM,82.6,75.3
humedad_2025-08-16.csv,8/16/2025,11:45:25 AM,83.3,75.3
humedad_2025-08-16.csv,8/16/2025,11:50:25 AM,83.4,75.2
humedad_2025-08-16.csv,8/16/2025,11:55:25 AM,83.3,74.9
humedad_2025-08-16.csv,8/16/2025,12:00:25 PM,83.3,75.3
humedad_2025-08-16.csv,8/16/2025,12:05:25 PM,83.3,75.2
humedad_2025-08-16.csv,8/16/2025,12:10:25 PM,82.9,75.2
humedad_2025-08-16.csv,8/16/2025,12:15:25 PM,83.1,75.2
humedad_2025-08-16.csv,8/16/2025,12:20:25 PM,83.9,75.2
humedad_2025-08-16.csv,8/16/2025,12:25:25 PM,84,74.9
humedad_2025-08-16.csv,8/16/2025,12:30:25 PM,83.7,74.7
humedad_2025-08-16.csv,8/16/2025,12:35:25 PM,84,75
humedad_2025-08-16.csv,8/16/2025,12:40:25 PM,83.4,74.9
humedad_2025-08-16.csv,8/16/2025,12:45:25 PM,83.7,74.9
humedad_2025-08-16.csv,8/16/2025,12:50:25 PM,83.6,74.4
humedad_2025-08-16.csv,8/16/2025,12:55:25 PM,83.4,74.4
humedad_2025-08-16.csv,8/16/2025,1:00:25 PM,83.3,74.6
humedad_2025-08-16.csv,8/16/2025,1:05:25 PM,82.9,74.6
humedad_2025-08-16.csv,8/16/2025,1:10:25 PM,83.3,74.4
humedad_2025-08-16.csv,8/16/2025,1:15:25 PM,82.9,74.4
humedad_2025-08-16.csv,8/16/2025,1:20:25 PM,82.9,74.3
humedad_2025-08-16.csv,8/16/2025,1:25:25 PM,82.8,74.4
humedad_2025-08-16.csv,8/16/2025,1:30:25 PM,82.5,74.3
humedad_2025-08-16.csv,8/16/2025,1:35:25 PM,82.6,74.1
humedad_2025-08-16.csv,8/16/2025,1:40:25 PM,82.5,74.4
humedad_2025-08-16.csv,8/16/2025,1:45:25 PM,82.5,74.3
humedad_2025-08-16.csv,8/16/2025,1:50:25 PM,82.3,74.3
humedad_2025-08-16.csv,8/16/2025,1:55:25 PM,82.2,73.9
humedad_2025-08-16.csv,8/16/2025,2:00:25 PM,81.3,73.9
humedad_2025-08-16.csv,8/16/2025,2:05:25 PM,81,74.1
humedad_2025-08-16.csv,8/16/2025,2:10:25 PM,78.8,74.1
humedad_2025-08-16.csv,8/16/2025,2:15:25 PM,77.5,73.9
humedad_2025-08-16.csv,8/16/2025,2:20:25 PM,81.9,74.1
humedad_2025-08-16.csv,8/16/2025,2:25:25 PM,81.6,74.3
humedad_2025-08-16.csv,8/16/2025,2:30:25 PM,81.9,74.1
humedad_2025-08-16.csv,8/16/2025,2:35:25 PM,81.7,74.1
humedad_2025-08-16.csv,8/16/2025,2:40:25 PM,81.4,74.1
humedad_2025-08-16.csv,8/16/2025,2:45:25 PM,81.6,74.1
humedad_2025-08-16.csv,8/16/2025,2:50:25 PM,81.4,74.1
humedad_2025-08-16.csv,8/16/2025,2:55:25 PM,81.4,73.9
humedad_2025-08-16.csv,8/16/2025,3:00:25 PM,80.8,73.9
humedad_2025-08-16.csv,8/16/2025,3:05:25 PM,81.3,73.8
humedad_2025-08-16.csv,8/16/2025,3:10:25 PM,81.3,73.9
humedad_2025-08-16.csv,8/16/2025,3:15:25 PM,81.6,73.8
humedad_2025-08-16.csv,8/16/2025,3:20:25 PM,81,73.8
humedad_2025-08-16.csv,8/16/2025,3:25:25 PM,81,73.8
humedad_2025-08-16.csv,8/16/2025,3:30:25 PM,81.3,73.8
humedad_2025-08-16.csv,8/16/2025,3:35:25 PM,80.8,73.6
humedad_2025-08-16.csv,8/16/2025,3:40:25 PM,80.7,73.6
humedad_2025-08-16.csv,8/16/2025,3:45:25 PM,80.8,73.5
humedad_2025-08-16.csv,8/16/2025,3:50:25 PM,81,73.3
humedad_2025-08-16.csv,8/16/2025,3:55:25 PM,81.4,73.3
humedad_2025-08-16.csv,8/16/2025,4:00:25 PM,81.1,73.2
humedad_2025-08-17.csv,8/17/2025,9:00:28 AM,82.3,78.1
humedad_2025-08-17.csv,8/17/2025,9:05:28 AM,82.5,77.6
humedad_2025-08-17.csv,8/17/2025,9:10:28 AM,82.2,76.8
humedad_2025-08-17.csv,8/17/2025,9:15:28 AM,82.9,76.5
humedad_2025-08-17.csv,8/17/2025,9:20:28 AM,83.1,76.2
humedad_2025-08-17.csv,8/17/2025,9:25:28 AM,83.3,76.4
humedad_2025-08-17.csv,8/17/2025,9:30:28 AM,83.3,76.2
humedad_2025-08-17.csv,8/17/2025,9:35:28 AM,82.9,76.1
humedad_2025-08-17.csv,8/17/2025,9:40:28 AM,83.1,76.5
humedad_2025-08-17.csv,8/17/2025,9:45:28 AM,82,76.4
humedad_2025-08-17.csv,8/17/2025,9:50:28 AM,82.6,76.4
humedad_2025-08-17.csv,8/17/2025,9:55:28 AM,82.5,76.4
humedad_2025-08-17.csv,8/17/2025,10:00:28 AM,82.3,76.2
humedad_2025-08-17.csv,8/17/2025,10:05:28 AM,82.9,76.4
humedad_2025-08-17.csv,8/17/2025,10:10:28 AM,82.6,76.2
humedad_2025-08-17.csv,8/17/2025,10:15:28 AM,82.8,76.2
humedad_2025-08-17.csv,8/17/2025,10:20:28 AM,82.6,76.1
humedad_2025-08-17.csv,8/17/2025,10:25:28 AM,82.5,75.9
humedad_2025-08-17.csv,8/17/2025,10:30:28 AM,82.8,75.8
humedad_2025-08-17.csv,8/17/2025,10:35:28 AM,81.7,75.8
humedad_2025-08-17.csv,8/17/2025,10:40:28 AM,82.3,75.6
humedad_2025-08-17.csv,8/17/2025,10:45:28 AM,82,75.5
humedad_2025-08-17.csv,8/17/2025,10:50:28 AM,82.3,75.5
humedad_2025-08-17.csv,8/17/2025,10:55:28 AM,80.8,75.3
humedad_2025-08-17.csv,8/17/2025,11:00:28 AM,81.3,75.3
humedad_2025-08-17.csv,8/17/2025,11:05:28 AM,82.3,75.2
humedad_2025-08-17.csv,8/17/2025,11:10:28 AM,82.3,75
humedad_2025-08-17.csv,8/17/2025,11:15:28 AM,82.3,75
humedad_2025-08-17.csv,8/17/2025,11:20:28 AM,83.4,74.9
humedad_2025-08-17.csv,8/17/2025,11:25:28 AM,83.3,74.9
humedad_2025-08-17.csv,8/17/2025,11:30:28 AM,83.3,74.7
humedad_2025-08-17.csv,8/17/2025,11:35:28 AM,83.3,74.6
humedad_2025-08-17.csv,8/17/2025,11:40:28 AM,83.6,74.6
humedad_2025-08-17.csv,8/17/2025,11:45:28 AM,83.3,74.6
humedad_2025-08-17.csv,8/17/2025,11:50:28 AM,83.6,74.4
humedad_2025-08-17.csv,8/17/2025,11:55:28 AM,83.4,74.4
humedad_2025-08-17.csv,8/17/2025,12:00:28 PM,83.6,74.6
humedad_2025-08-17.csv,8/17/2025,12:05:28 PM,82.2,74.6
humedad_2025-08-17.csv,8/17/2025,12:10:28 PM,83.1,74.3
humedad_2025-08-17.csv,8/17/2025,12:15:28 PM,83.4,74.1
humedad_2025-08-17.csv,8/17/2025,12:20:28 PM,83.4,74.1
humedad_2025-08-17.csv,8/17/2025,12:25:28 PM,83.3,74.1
humedad_2025-08-17.csv,8/17/2025,12:30:28 PM,85.2,73.8
humedad_2025-08-17.csv,8/17/2025,12:35:28 PM,85.5,73.8
humedad_2025-08-17.csv,8/17/2025,12:40:28 PM,85.8,73.8
humedad_2025-08-17.csv,8/17/2025,12:45:28 PM,85.5,73.5
humedad_2025-08-17.csv,8/17/2025,12:50:28 PM,85.1,73.5
humedad_2025-08-17.csv,8/17/2025,12:55:28 PM,85.7,73.5
humedad_2025-08-17.csv,8/17/2025,1:00:28 PM,85.1,73.3
humedad_2025-08-17.csv,8/17/2025,1:05:28 PM,85.7,73.3
humedad_2025-08-17.csv,8/17/2025,1:10:28 PM,85.8,73.2
humedad_2025-08-17.csv,8/17/2025,1:15:28 PM,85.2,73.2
humedad_2025-08-17.csv,8/17/2025,1:20:28 PM,83.9,72.9
humedad_2025-08-17.csv,8/17/2025,1:25:28 PM,85.1,72.9
humedad_2025-08-17.csv,8/17/2025,1:30:28 PM,85.2,72.9
humedad_2025-08-17.csv,8/17/2025,1:35:28 PM,85.1,72.7
humedad_2025-08-17.csv,8/17/2025,1:40:28 PM,85.4,73
humedad_2025-08-17.csv,8/17/2025,1:45:28 PM,84.8,72.6
humedad_2025-08-17.csv,8/17/2025,1:50:28 PM,83.9,72.4
humedad_2025-08-17.csv,8/17/2025,1:55:28 PM,84.2,72.7
humedad_2025-08-17.csv,8/17/2025,2:00:28 PM,84,72.7
humedad_2025-08-17.csv,8/17/2025,2:05:28 PM,84.6,72.3
humedad_2025-08-17.csv,8/17/2025,2:10:28 PM,84.8,72.4
humedad_2025-08-17.csv,8/17/2025,2:15:28 PM,84.3,72.1
humedad_2025-08-17.csv,8/17/2025,2:20:28 PM,84.3,72.1
humedad_2025-08-17.csv,8/17/2025,2:25:28 PM,85.7,72.3
humedad_2025-08-17.csv,8/17/2025,2:30:28 PM,85.4,71.7
humedad_2025-08-17.csv,8/17/2025,2:35:28 PM,85.2,71.5
humedad_2025-08-17.csv,8/17/2025,2:40:28 PM,84.5,71.5
humedad_2025-08-17.csv,8/17/2025,2:45:28 PM,84.5,71.4
humedad_2025-08-17.csv,8/17/2025,2:50:28 PM,84.5,71.2
humedad_2025-08-17.csv,8/17/2025,2:55:28 PM,83.7,71.2
humedad_2025-08-17.csv,8/17/2025,3:00:28 PM,83.3,71
humedad_2025-08-17.csv,8/17/2025,3:05:28 PM,82.3,71
humedad_2025-08-17.csv,8/17/2025,3:10:28 PM,82.5,70.9
humedad_2025-08-17.csv,8/17/2025,3:15:28 PM,82,70.7
humedad_2025-08-17.csv,8/17/2025,3:20:28 PM,81.6,70.6
humedad_2025-08-17.csv,8/17/2025,3:25:28 PM,81.1,70.6
humedad_2025-08-17.csv,8/17/2025,3:30:28 PM,82,70.4
humedad_2025-08-17.csv,8/17/2025,3:35:28 PM,81.6,70.3
humedad_2025-08-17.csv,8/17/2025,3:40:28 PM,81,70.3
humedad_2025-08-17.csv,8/17/2025,3:45:28 PM,81.7,70.1
humedad_2025-08-17.csv,8/17/2025,3:50:28 PM,80.5,70.1
humedad_2025-08-17.csv,8/17/2025,3:55:28 PM,81.9,70
humedad_2025-08-17.csv,8/17/2025,4:00:28 PM,82,70
humedad_2025-08-18.csv,8/18/2025,9:06:37 AM,0,75.6
humedad_2025-08-18.csv,8/18/2025,9:11:37 AM,0,75.6
humedad_2025-08-18.csv,8/18/2025,9:16:37 AM,0,74.6
humedad_2025-08-18.csv,8/18/2025,9:21:37 AM,0,74.4
humedad_2025-08-18.csv,8/18/2025,9:26:37 AM,0,73.9
humedad_2025-08-18.csv,8/18/2025,9:31:37 AM,0,73.8
humedad_2025-08-18.csv,8/18/2025,9:36:37 AM,0,73.6
humedad_2025-08-18.csv,8/18/2025,9:41:37 AM,0,73.5
humedad_2025-08-18.csv,8/18/2025,9:46:37 AM,0,73.2
humedad_2025-08-18.csv,8/18/2025,9:51:37 AM,0,73.2
humedad_2025-08-18.csv,8/18/2025,9:56:37 AM,0,73
humedad_2025-08-18.csv,8/18/2025,10:01:37 AM,0,72.9
humedad_2025-08-18.csv,8/18/2025,10:06:37 AM,0,72.6
humedad_2025-08-18.csv,8/18/2025,10:11:37 AM,0,72.4
humedad_2025-08-18.csv,8/18/2025,10:16:37 AM,0,72.3
humedad_2025-08-18.csv,8/18/2025,10:21:37 AM,0,72
humedad_2025-08-18.csv,8/18/2025,10:26:37 AM,0,71.8
humedad_2025-08-18.csv,8/18/2025,10:31:37 AM,0,71.7
humedad_2025-08-18.csv,8/18/2025,10:36:37 AM,0,71.5
humedad_2025-08-18.csv,8/18/2025,10:41:37 AM,0,71.4
humedad_2025-08-18.csv,8/18/2025,10:46:37 AM,0,71.2
humedad_2025-08-18.csv,8/18/2025,10:51:37 AM,0,71
humedad_2025-08-18.csv,8/18/2025,10:56:37 AM,0,70.7
humedad_2025-08-18.csv,8/18/2025,11:01:37 AM,0,70.7
humedad_2025-08-18.csv,8/18/2025,11:06:37 AM,0,70.4
humedad_2025-08-18.csv,8/18/2025,11:11:37 AM,0,70.4
humedad_2025-08-18.csv,8/18/2025,11:16:37 AM,0,70.1
humedad_2025-08-18.csv,8/18/2025,11:21:37 AM,0,70
humedad_2025-08-18.csv,8/18/2025,11:26:37 AM,0,69.8
humedad_2025-08-18.csv,8/18/2025,11:31:37 AM,0,69.7
humedad_2025-08-18.csv,8/18/2025,11:36:37 AM,0,69.7
humedad_2025-08-18.csv,8/18/2025,11:41:37 AM,0,69.5
humedad_2025-08-18.csv,8/18/2025,11:46:37 AM,0,69.4
humedad_2025-08-18.csv,8/18/2025,11:51:37 AM,0,69.2
humedad_2025-08-18.csv,8/18/2025,11:56:37 AM,0,69.1
humedad_2025-08-18.csv,8/18/2025,12:01:37 PM,0,68.9
humedad_2025-08-18.csv,8/18/2025,12:06:37 PM,0,68.9
humedad_2025-08-18.csv,8/18/2025,12:11:37 PM,0,68.6
humedad_2025-08-18.csv,8/18/2025,12:16:37 PM,0,68.6
humedad_2025-08-18.csv,8/18/2025,12:21:37 PM,0,68.5
humedad_2025-08-18.csv,8/18/2025,12:26:37 PM,0,68.3
humedad_2025-08-18.csv,8/18/2025,12:31:37 PM,0,68.2
humedad_2025-08-18.csv,8/18/2025,12:36:37 PM,0,68.2
humedad_2025-08-18.csv,8/18/2025,12:41:37 PM,0,68.3
humedad_2025-08-18.csv,8/18/2025,12:46:37 PM,0,68.2
humedad_2025-08-18.csv,8/18/2025,12:51:37 PM,0,68
humedad_2025-08-18.csv,8/18/2025,12:56:37 PM,0,68
humedad_2025-08-18.csv,8/18/2025,1:01:37 PM,0,67.8
humedad_2025-08-18.csv,8/18/2025,1:06:37 PM,0,67.7
humedad_2025-08-18.csv,8/18/2025,1:11:37 PM,0,67.5
humedad_2025-08-18.csv,8/18/2025,1:16:37 PM,0,67.4
humedad_2025-08-18.csv,8/18/2025,1:21:37 PM,0,67.2
humedad_2025-08-18.csv,8/18/2025,1:26:37 PM,0,67.2
humedad_2025-08-18.csv,8/18/2025,1:31:37 PM,0,67.2
humedad_2025-08-18.csv,8/18/2025,1:36:37 PM,0,67.1
humedad_2025-08-18.csv,8/18/2025,1:41:37 PM,0,66.9
humedad_2025-08-18.csv,8/18/2025,1:46:37 PM,0,66.9
humedad_2025-08-18.csv,8/18/2025,1:51:37 PM,0,66.6
humedad_2025-08-18.csv,8/18/2025,1:56:37 PM,0,66.5
humedad_2025-08-18.csv,8/18/2025,2:01:37 PM,0,66.5
humedad_2025-08-18.csv,8/18/2025,2:06:37 PM,0,66.3
humedad_2025-08-18.csv,8/18/2025,2:11:37 PM,0,66.2
humedad_2025-08-18.csv,8/18/2025,2:16:37 PM,0,66.2
humedad_2025-08-18.csv,8/18/2025,2:21:37 PM,0,66
humedad_2025-08-18.csv,8/18/2025,2:26:37 PM,0,66
humedad_2025-08-18.csv,8/18/2025,2:31:37 PM,0,65.9
humedad_2025-08-18.csv,8/18/2025,2:36:37 PM,0,65.9
humedad_2025-08-18.csv,8/18/2025,2:41:37 PM,0,65.7
humedad_2025-08-18.csv,8/18/2025,2:46:37 PM,0,65.7
humedad_2025-08-18.csv,8/18/2025,2:51:37 PM,0,65.6
humedad_2025-08-18.csv,8/18/2025,2:56:37 PM,0,65.4
humedad_2025-08-18.csv,8/18/2025,3:01:37 PM,0,65.4
humedad_2025-08-18.csv,8/18/2025,3:06:37 PM,0,65.3
humedad_2025-08-18.csv,8/18/2025,3:11:37 PM,0,65.3
humedad_2025-08-18.csv,8/18/2025,3:16:37 PM,0,65.3
humedad_2025-08-18.csv,8/18/2025,3:21:37 PM,0,65.3
humedad_2025-08-18.csv,8/18/2025,3:26:37 PM,0,65.1
humedad_2025-08-18.csv,8/18/2025,3:31:37 PM,0,65.1
humedad_2025-08-18.csv,8/18/2025,3:36:37 PM,0,65.1
humedad_2025-08-18.csv,8/18/2025,3:41:37 PM,0,65
humedad_2025-08-18.csv,8/18/2025,3:46:37 PM,0,65
humedad_2025-08-18.csv,8/18/2025,3:51:37 PM,0,64.8
humedad_2025-08-18.csv,8/18/2025,3:56:37 PM,0,64.8
humedad_2025-08-19.csv,8/19/2025,9:00:04 AM,0,69.2
humedad_2025-08-19.csv,8/19/2025,9:05:04 AM,0,69.4
humedad_2025-08-19.csv,8/19/2025,9:10:04 AM,0,69.5
humedad_2025-08-19.csv,8/19/2025,9:15:04 AM,0,69.5
humedad_2025-08-19.csv,8/19/2025,9:20:04 AM,0,69.4
humedad_2025-08-19.csv,8/19/2025,9:25:04 AM,0,69.2
humedad_2025-08-19.csv,8/19/2025,9:30:04 AM,0,68.9
humedad_2025-08-19.csv,8/19/2025,9:35:04 AM,0,68.6
humedad_2025-08-19.csv,8/19/2025,9:40:04 AM,0,68.3
humedad_2025-08-19.csv,8/19/2025,9:45:04 AM,0,68
humedad_2025-08-19.csv,8/19/2025,9:50:04 AM,0,67.5
humedad_2025-08-19.csv,8/19/2025,9:55:04 AM,0,67.2
humedad_2025-08-19.csv,8/19/2025,10:00:04 AM,0,66.9
humedad_2025-08-19.csv,8/19/2025,10:05:04 AM,0,66.6
humedad_2025-08-19.csv,8/19/2025,10:10:04 AM,0,66.2
humedad_2025-08-19.csv,8/19/2025,10:15:04 AM,0,65.9
humedad_2025-08-19.csv,8/19/2025,10:20:04 AM,0,65.6
humedad_2025-08-19.csv,8/19/2025,10:25:04 AM,0,68.5
humedad_2025-08-19.csv,8/19/2025,10:30:04 AM,0,67.8
humedad_2025-08-19.csv,8/19/2025,10:35:04 AM,0,67.2
humedad_2025-08-19.csv,8/19/2025,10:40:04 AM,0,66.8
humedad_2025-08-19.csv,8/19/2025,10:45:04 AM,0,66.3
humedad_2025-08-19.csv,8/19/2025,10:50:04 AM,0,65.9
humedad_2025-08-19.csv,8/19/2025,10:55:04 AM,0,65.6
humedad_2025-08-19.csv,8/19/2025,11:00:04 AM,0,65.3
humedad_2025-08-19.csv,8/19/2025,11:05:04 AM,0,0
humedad_2025-08-19.csv,8/19/2025,11:10:04 AM,0,95.2
humedad_2025-08-19.csv,8/19/2025,11:15:04 AM,0,94.2
humedad_2025-08-19.csv,8/19/2025,11:20:04 AM,0,93.9
humedad_2025-08-19.csv,8/19/2025,11:25:04 AM,0,93.5
humedad_2025-08-19.csv,8/19/2025,11:30:04 AM,0,93
humedad_2025-08-19.csv,8/19/2025,11:35:04 AM,0,92.7
humedad_2025-08-19.csv,8/19/2025,11:40:04 AM,0,92.6
humedad_2025-08-19.csv,8/19/2025,11:45:04 AM,0,92.3
humedad_2025-08-19.csv,8/19/2025,11:50:04 AM,0,92.3
humedad_2025-08-19.csv,8/19/2025,11:55:04 AM,0,92.1
humedad_2025-08-19.csv,8/19/2025,12:00:04 PM,0,92.1
